A07.9,"Protozoal intestinal disease, unspecified",A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.0,Rotaviral enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.1,Acute gastroenteropathy due to Norwalk agent and other small round viruses,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.11,Acute gastroenteropathy due to Norwalk agent,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.19,Acute gastroenteropathy due to other small round viruses,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.2,Adenoviral enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.3,Other viral enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.31,Calicivirus enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.32,Astrovirus enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.39,Other viral enteritis,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.4,"Viral intestinal infection, unspecified",A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A08.8,Other specified intestinal infections,A00-A09,Intestinal infectious diseases,A00-B99,Certain infectious and parasitic diseases
A15.0,Tuberculosis of lung,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.4,Tuberculosis of intrathoracic lymph nodes,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.5,"Tuberculosis of larynx, trachea and bronchus",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.6,Tuberculous pleurisy,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.7,Primary respiratory tuberculosis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.8,Other respiratory tuberculosis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A15.9,Respiratory tuberculosis unspecified,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.0,Tuberculous meningitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.1,Meningeal tuberculoma,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.8,Other tuberculosis of nervous system,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.81,Tuberculoma of brain and spinal cord,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.82,Tuberculous meningoencephalitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.83,Tuberculous neuritis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.89,Other tuberculosis of nervous system,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A17.9,"Tuberculosis of nervous system, unspecified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.0,Tuberculosis of bones and joints,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.01,Tuberculosis of spine,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.02,Tuberculous arthritis of other joints,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.03,Tuberculosis of other bones,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.09,Other musculoskeletal tuberculosis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.1,Tuberculosis of genitourinary system,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.10,"Tuberculosis of genitourinary system, unspecified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.11,Tuberculosis of kidney and ureter,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.12,Tuberculosis of bladder,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.13,Tuberculosis of other urinary organs,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.14,Tuberculosis of prostate,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.15,Tuberculosis of other male genital organs,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.16,Tuberculosis of cervix,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.17,Tuberculous female pelvic inflammatory disease,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.18,Tuberculosis of other female genital organs,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.2,Tuberculous peripheral lymphadenopathy,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.31,Tuberculous peritonitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.32,Tuberculous enteritis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.39,Retroperitoneal tuberculosis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.4,Tuberculosis of skin and subcutaneous tissue,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.5,Tuberculosis of eye,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.50,"Tuberculosis of eye, unspecified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.51,Tuberculous episcleritis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.52,Tuberculous keratitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.53,Tuberculous chorioretinitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.54,Tuberculous iridocyclitis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.59,Other tuberculosis of eye,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.6,Tuberculosis of (inner) (middle) ear,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.7,Tuberculosis of adrenal glands,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.8,Tuberculosis of other specified organs,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.81,Tuberculosis of thyroid gland,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.82,Tuberculosis of other endocrine glands,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.83,"Tuberculosis of digestive tract organs, not elsewhere classified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.84,Tuberculosis of heart,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.85,Tuberculosis of spleen,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A18.89,Tuberculosis of other sites,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A19.0,Acute miliary tuberculosis of a single specified site,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A19.1,Acute miliary tuberculosis of multiple sites,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A19.2,"Acute miliary tuberculosis, unspecified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A19.8,Other miliary tuberculosis,A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A19.9,"Miliary tuberculosis, unspecified",A15-A19,Tuberculosis,A00-B99,Certain infectious and parasitic diseases
A20.0,Bubonic plague,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.1,Cellulocutaneous plague,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.2,Pneumonic plague,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.3,Plague meningitis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.7,Septicemic plague,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.8,Other forms of plague,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A20.9,"Plague, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.0,Ulceroglandular tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.1,Oculoglandular tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.2,Pulmonary tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.3,Gastrointestinal tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.7,Generalized tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.8,Other forms of tularemia,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A21.9,"Tularemia, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.0,Cutaneous anthrax,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.1,Pulmonary anthrax,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.2,Gastrointestinal anthrax,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.7,Anthrax sepsis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.8,Other forms of anthrax,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A22.9,"Anthrax, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.0,Brucellosis due to Brucella melitensis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.1,Brucellosis due to Brucella abortus,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.2,Brucellosis due to Brucella suis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.3,Brucellosis due to Brucella canis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.8,Other brucellosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A23.9,"Brucellosis, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A24.0,Glanders,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A24.1,Acute and fulminating melioidosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A24.2,Subacute and chronic melioidosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A24.3,Other melioidosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A24.9,"Melioidosis, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A25.0,Spirillosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A25.1,Streptobacillosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A25.9,"Rat-bite fever, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A26.0,Cutaneous erysipeloid,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A26.7,Erysipelothrix sepsis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A26.8,Other forms of erysipeloid,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A26.9,"Erysipeloid, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A27.0,Leptospirosis icterohemorrhagica,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A27.8,Other forms of leptospirosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A27.81,Aseptic meningitis in leptospirosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A27.89,Other forms of leptospirosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A27.9,"Leptospirosis, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A28.0,Pasteurellosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A28.1,Cat-scratch disease,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A28.2,Extraintestinal yersiniosis,A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A28.9,"Zoonotic bacterial disease, unspecified",A20-A28,Certain zoonotic bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.0,Indeterminate leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.1,Tuberculoid leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.2,Borderline tuberculoid leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.3,Borderline leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.4,Borderline lepromatous leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.5,Lepromatous leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.8,Other forms of leprosy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A30.9,"Leprosy, unspecified",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A31.0,Pulmonary mycobacterial infection,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A31.1,Cutaneous mycobacterial infection,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A31.2,Disseminated mycobacterium avium-intracellulare complex (DMAC),A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A31.8,Other mycobacterial infections,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A31.9,"Mycobacterial infection, unspecified",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.0,Cutaneous listeriosis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.1,Listerial meningitis and meningoencephalitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.11,Listerial meningitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.12,Listerial meningoencephalitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.7,Listerial sepsis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.8,Other forms of listeriosis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.81,Oculoglandular listeriosis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.82,Listerial endocarditis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.89,Other forms of listeriosis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A32.9,"Listeriosis, unspecified",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.0,Pharyngeal diphtheria,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.1,Nasopharyngeal diphtheria,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.2,Laryngeal diphtheria,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.3,Cutaneous diphtheria,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.8,Other diphtheria,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.81,Diphtheritic cardiomyopathy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.82,Diphtheritic radiculomyelitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.83,Diphtheritic polyneuritis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.84,Diphtheritic tubulo-interstitial nephropathy,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.85,Diphtheritic cystitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.86,Diphtheritic conjunctivitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.89,Other diphtheritic complications,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A36.9,"Diphtheria, unspecified",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.0,Whooping cough due to Bordetella pertussis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.00,Whooping cough due to Bordetella pertussis without pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.01,Whooping cough due to Bordetella pertussis with pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.1,Whooping cough due to Bordetella parapertussis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.10,Whooping cough due to Bordetella parapertussis without pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.11,Whooping cough due to Bordetella parapertussis with pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.8,Whooping cough due to other Bordetella species,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.80,Whooping cough due to other Bordetella species without pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.81,Whooping cough due to other Bordetella species with pneumonia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.9,"Whooping cough, unspecified species",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.90,"Whooping cough, unspecified species without pneumonia",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A37.91,"Whooping cough, unspecified species with pneumonia",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A38.0,Scarlet fever with otitis media,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A38.1,Scarlet fever with myocarditis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A38.8,Scarlet fever with other complications,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A38.9,"Scarlet fever, uncomplicated",A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A39.0,Meningococcal meningitis,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A39.1,Waterhouse-Friderichsen syndrome,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A39.2,Acute meningococcemia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
A39.3,Chronic meningococcemia,A30-A49,Other bacterial diseases,A00-B99,Certain infectious and parasitic diseases
